"","SampleID","State","Pseudotime"
"1","11492_TCX","1",8.34030369314814
"2","6810_TCX","3",34.176360696759
"3","1046_TCX","10",87.4561276035841
"4","1924_TCX","11",94.4088089835035
"5","1926_TCX","4",39.5557641465703
"6","6913_TCX","7",57.0214681453681
"7","892_TCX","3",33.7201333043652
"8","11255_TCX","3",33.9084092819669
"9","11267_TCX","5",27.08276347121
"10","11306_TCX","4",41.5200224868055
"11","11445_TCX","7",45.128273470465
"12","142_TCX","8",67.5200725572441
"13","1935_TCX","3",33.3409806174164
"14","6863_TCX","2",29.8708759563032
"15","6894_TCX","1",11.7771321045624
"16","6952_TCX","7",57.7352908854577
"17","812_TCX","10",87.7370569560238
"18","859_TCX","8",66.6582232356395
"19","896_TCX","8",67.4736040569088
"20","952_TCX","10",90.3372729588248
"21","981_TCX","7",41.2382545687856
"22","1019_TCX","10",88.2061293544447
"23","1029_TCX","8",66.50399066205
"24","1103_TCX","6",34.774143132367
"25","1104_TCX","7",60.0833992817743
